"schedule_id","station_id","exp_arrival_time","exp_departure_time","actual_arrival_time","actual_departure_time"
62,18,"2020-09-07 18:00:00","2020-09-07 18:10:00","2020-09-07 18:00:00","2020-09-07 18:10:00"
62,19,"2020-09-07 17:40:00","2020-09-07 17:45:00","2020-09-07 17:40:00","2020-09-07 17:45:00"
62,20,"2020-09-07 16:10:00","2020-09-07 16:15:00","2020-09-07 16:10:00","2020-09-07 16:15:00"
62,21,"2020-09-07 15:10:00","2020-09-07 15:15:00","2020-09-07 15:10:00","2020-09-07 15:15:00"
62,22,"2020-09-07 14:40:00","2020-09-07 14:45:00","2020-09-07 14:40:00","2020-09-07 14:45:00"
62,23,"2020-09-07 14:00:00","2020-09-07 14:05:00","2020-09-07 14:00:00","2020-09-07 14:05:00"
62,24,"2020-09-07 13:00:00","2020-09-07 13:05:00","2020-09-07 13:00:00","2020-09-07 13:05:00"
63,18,"2020-09-14 06:00:00","2020-09-14 06:10:00","2020-09-14 06:00:00","2020-09-14 06:10:00"
63,19,"2020-09-14 06:20:00","2020-09-14 06:25:00","2020-09-14 06:20:00","2020-09-14 06:25:00"
63,20,"2020-09-14 07:50:00","2020-09-14 07:55:00","2020-09-14 07:50:00","2020-09-14 07:55:00"
63,21,"2020-09-14 08:50:00","2020-09-14 08:55:00","2020-09-14 08:50:00","2020-09-14 08:55:00"
63,22,"2020-09-14 09:20:00","2020-09-14 09:25:00","2020-09-14 09:20:00","2020-09-14 09:25:00"
63,23,"2020-09-14 10:00:00","2020-09-14 10:05:00","2020-09-14 10:00:00","2020-09-14 10:05:00"
63,24,"2020-09-14 11:00:00","2020-09-14 11:05:00","2020-09-14 11:00:00","2020-09-14 11:05:00"
64,18,"2020-09-14 18:00:00","2020-09-14 18:10:00","2020-09-14 18:00:00","2020-09-14 18:10:00"
64,19,"2020-09-14 17:40:00","2020-09-14 17:45:00","2020-09-14 17:40:00","2020-09-14 17:45:00"
64,20,"2020-09-14 16:10:00","2020-09-14 16:15:00","2020-09-14 16:10:00","2020-09-14 16:15:00"
64,21,"2020-09-14 15:10:00","2020-09-14 15:15:00","2020-09-14 15:10:00","2020-09-14 15:15:00"
64,22,"2020-09-14 14:40:00","2020-09-14 14:45:00","2020-09-14 14:40:00","2020-09-14 14:45:00"
64,23,"2020-09-14 14:00:00","2020-09-14 14:05:00","2020-09-14 14:00:00","2020-09-14 14:05:00"
64,24,"2020-09-14 13:00:00","2020-09-14 13:05:00","2020-09-14 13:00:00","2020-09-14 13:05:00"
65,18,"2020-09-21 06:00:00","2020-09-21 06:10:00","2020-09-21 06:00:00","2020-09-21 06:10:00"
65,19,"2020-09-21 06:20:00","2020-09-21 06:25:00","2020-09-21 06:20:00","2020-09-21 06:25:00"
65,20,"2020-09-21 07:50:00","2020-09-21 07:55:00","2020-09-21 07:50:00","2020-09-21 07:55:00"
65,21,"2020-09-21 08:50:00","2020-09-21 08:55:00","2020-09-21 08:50:00","2020-09-21 08:55:00"
65,22,"2020-09-21 09:20:00","2020-09-21 09:25:00","2020-09-21 09:20:00","2020-09-21 09:25:00"
65,23,"2020-09-21 10:00:00","2020-09-21 10:05:00","2020-09-21 10:00:00","2020-09-21 10:05:00"
65,24,"2020-09-21 11:00:00","2020-09-21 11:05:00","2020-09-21 11:00:00","2020-09-21 11:05:00"
66,18,"2020-09-21 18:00:00","2020-09-21 18:10:00","2020-09-21 18:00:00","2020-09-21 18:10:00"
66,19,"2020-09-21 17:40:00","2020-09-21 17:45:00","2020-09-21 17:40:00","2020-09-21 17:45:00"
66,20,"2020-09-21 16:10:00","2020-09-21 16:15:00","2020-09-21 16:10:00","2020-09-21 16:15:00"
66,21,"2020-09-21 15:10:00","2020-09-21 15:15:00","2020-09-21 15:10:00","2020-09-21 15:15:00"
66,22,"2020-09-21 14:40:00","2020-09-21 14:45:00","2020-09-21 14:40:00","2020-09-21 14:45:00"
66,23,"2020-09-21 14:00:00","2020-09-21 14:05:00","2020-09-21 14:00:00","2020-09-21 14:05:00"
66,24,"2020-09-21 13:00:00","2020-09-21 13:05:00","2020-09-21 13:00:00","2020-09-21 13:05:00"
67,18,"2020-09-28 06:00:00","2020-09-28 06:10:00","2020-09-28 06:00:00","2020-09-28 06:10:00"
67,19,"2020-09-28 06:20:00","2020-09-28 06:25:00","2020-09-28 06:20:00","2020-09-28 06:25:00"
67,20,"2020-09-28 07:50:00","2020-09-28 07:55:00","2020-09-28 07:50:00","2020-09-28 07:55:00"
67,21,"2020-09-28 08:50:00","2020-09-28 08:55:00","2020-09-28 08:50:00","2020-09-28 08:55:00"
67,22,"2020-09-28 09:20:00","2020-09-28 09:25:00","2020-09-28 09:20:00","2020-09-28 09:25:00"
67,23,"2020-09-28 10:00:00","2020-09-28 10:05:00","2020-09-28 10:00:00","2020-09-28 10:05:00"
67,24,"2020-09-28 11:00:00","2020-09-28 11:05:00","2020-09-28 11:00:00","2020-09-28 11:05:00"
68,18,"2020-09-28 18:00:00","2020-09-28 18:10:00","2020-09-28 18:00:00","2020-09-28 18:10:00"
68,19,"2020-09-28 17:40:00","2020-09-28 17:45:00","2020-09-28 17:40:00","2020-09-28 17:45:00"
68,20,"2020-09-28 16:10:00","2020-09-28 16:15:00","2020-09-28 16:10:00","2020-09-28 16:15:00"
68,21,"2020-09-28 15:10:00","2020-09-28 15:15:00","2020-09-28 15:10:00","2020-09-28 15:15:00"
68,22,"2020-09-28 14:40:00","2020-09-28 14:45:00","2020-09-28 14:40:00","2020-09-28 14:45:00"
68,23,"2020-09-28 14:00:00","2020-09-28 14:05:00","2020-09-28 14:00:00","2020-09-28 14:05:00"
68,24,"2020-09-28 13:00:00","2020-09-28 13:05:00","2020-09-28 13:00:00","2020-09-28 13:05:00"
69,18,"2020-11-02 06:00:00","2020-11-02 06:10:00","2020-11-02 06:00:00","2020-11-02 06:10:00"
69,19,"2020-11-02 06:20:00","2020-11-02 06:25:00","2020-11-02 06:20:00","2020-11-02 06:25:00"
69,20,"2020-11-02 07:50:00","2020-11-02 07:55:00","2020-11-02 07:50:00","2020-11-02 07:55:00"
69,21,"2020-11-02 08:50:00","2020-11-02 08:55:00","2020-11-02 08:50:00","2020-11-02 08:55:00"
69,22,"2020-11-02 09:20:00","2020-11-02 09:25:00","2020-11-02 09:20:00","2020-11-02 09:25:00"
69,23,"2020-11-02 10:00:00","2020-11-02 10:05:00","2020-11-02 10:00:00","2020-11-02 10:05:00"
69,24,"2020-11-02 11:00:00","2020-11-02 11:05:00","2020-11-02 11:00:00","2020-11-02 11:05:00"
70,18,"2020-11-02 18:00:00","2020-11-02 18:10:00","2020-11-02 18:00:00","2020-11-02 18:10:00"
70,19,"2020-11-02 17:40:00","2020-11-02 17:45:00","2020-11-02 17:40:00","2020-11-02 17:45:00"
70,20,"2020-11-02 16:10:00","2020-11-02 16:15:00","2020-11-02 16:10:00","2020-11-02 16:15:00"
70,21,"2020-11-02 15:10:00","2020-11-02 15:15:00","2020-11-02 15:10:00","2020-11-02 15:15:00"
70,22,"2020-11-02 14:40:00","2020-11-02 14:45:00","2020-11-02 14:40:00","2020-11-02 14:45:00"
70,23,"2020-11-02 14:00:00","2020-11-02 14:05:00","2020-11-02 14:00:00","2020-11-02 14:05:00"
70,24,"2020-11-02 13:00:00","2020-11-02 13:05:00","2020-11-02 13:00:00","2020-11-02 13:05:00"
71,18,"2020-11-09 06:00:00","2020-11-09 06:10:00","2020-11-09 06:00:00","2020-11-09 06:10:00"
71,19,"2020-11-09 06:20:00","2020-11-09 06:25:00","2020-11-09 06:20:00","2020-11-09 06:25:00"
71,20,"2020-11-09 07:50:00","2020-11-09 07:55:00","2020-11-09 07:50:00","2020-11-09 07:55:00"
71,21,"2020-11-09 08:50:00","2020-11-09 08:55:00","2020-11-09 08:50:00","2020-11-09 08:55:00"
71,22,"2020-11-09 09:20:00","2020-11-09 09:25:00","2020-11-09 09:20:00","2020-11-09 09:25:00"
71,23,"2020-11-09 10:00:00","2020-11-09 10:05:00","2020-11-09 10:00:00","2020-11-09 10:05:00"
71,24,"2020-11-09 11:00:00","2020-11-09 11:05:00","2020-11-09 11:00:00","2020-11-09 11:05:00"
72,18,"2020-11-09 18:00:00","2020-11-09 18:10:00","2020-11-09 18:00:00","2020-11-09 18:10:00"
72,19,"2020-11-09 17:40:00","2020-11-09 17:45:00","2020-11-09 17:40:00","2020-11-09 17:45:00"
72,20,"2020-11-09 16:10:00","2020-11-09 16:15:00","2020-11-09 16:10:00","2020-11-09 16:15:00"
72,21,"2020-11-09 15:10:00","2020-11-09 15:15:00","2020-11-09 15:10:00","2020-11-09 15:15:00"
72,22,"2020-11-09 14:40:00","2020-11-09 14:45:00","2020-11-09 14:40:00","2020-11-09 14:45:00"
72,23,"2020-11-09 14:00:00","2020-11-09 14:05:00","2020-11-09 14:00:00","2020-11-09 14:05:00"
72,24,"2020-11-09 13:00:00","2020-11-09 13:05:00","2020-11-09 13:00:00","2020-11-09 13:05:00"
73,18,"2020-11-16 06:00:00","2020-11-16 06:10:00","2020-11-16 06:00:00","2020-11-16 06:10:00"
73,19,"2020-11-16 06:20:00","2020-11-16 06:25:00","2020-11-16 06:20:00","2020-11-16 06:25:00"
73,20,"2020-11-16 07:50:00","2020-11-16 07:55:00","2020-11-16 07:50:00","2020-11-16 07:55:00"
73,21,"2020-11-16 08:50:00","2020-11-16 08:55:00","2020-11-16 08:50:00","2020-11-16 08:55:00"
73,22,"2020-11-16 09:20:00","2020-11-16 09:25:00","2020-11-16 09:20:00","2020-11-16 09:25:00"
73,23,"2020-11-16 10:00:00","2020-11-16 10:05:00","2020-11-16 10:00:00","2020-11-16 10:05:00"
73,24,"2020-11-16 11:00:00","2020-11-16 11:05:00","2020-11-16 11:00:00","2020-11-16 11:05:00"
74,18,"2020-11-16 18:00:00","2020-11-16 18:10:00","2020-11-16 18:00:00","2020-11-16 18:10:00"
74,19,"2020-11-16 17:40:00","2020-11-16 17:45:00","2020-11-16 17:40:00","2020-11-16 17:45:00"
74,20,"2020-11-16 16:10:00","2020-11-16 16:15:00","2020-11-16 16:10:00","2020-11-16 16:15:00"
74,21,"2020-11-16 15:10:00","2020-11-16 15:15:00","2020-11-16 15:10:00","2020-11-16 15:15:00"
74,22,"2020-11-16 14:40:00","2020-11-16 14:45:00","2020-11-16 14:40:00","2020-11-16 14:45:00"
74,23,"2020-11-16 14:00:00","2020-11-16 14:05:00","2020-11-16 14:00:00","2020-11-16 14:05:00"
74,24,"2020-11-16 13:00:00","2020-11-16 13:05:00","2020-11-16 13:00:00","2020-11-16 13:05:00"
75,18,"2020-11-23 06:00:00","2020-11-23 06:10:00","2020-11-23 06:00:00","2020-11-23 06:10:00"
75,19,"2020-11-23 06:20:00","2020-11-23 06:25:00","2020-11-23 06:20:00","2020-11-23 06:25:00"
75,20,"2020-11-23 07:50:00","2020-11-23 07:55:00","2020-11-23 07:50:00","2020-11-23 07:55:00"
75,21,"2020-11-23 08:50:00","2020-11-23 08:55:00","2020-11-23 08:50:00","2020-11-23 08:55:00"
75,22,"2020-11-23 09:20:00","2020-11-23 09:25:00","2020-11-23 09:20:00","2020-11-23 09:25:00"
75,23,"2020-11-23 10:00:00","2020-11-23 10:05:00","2020-11-23 10:00:00","2020-11-23 10:05:00"
75,24,"2020-11-23 11:00:00","2020-11-23 11:05:00","2020-11-23 11:00:00","2020-11-23 11:05:00"
76,18,"2020-11-23 18:00:00","2020-11-23 18:10:00","2020-11-23 18:00:00","2020-11-23 18:10:00"
76,19,"2020-11-23 17:40:00","2020-11-23 17:45:00","2020-11-23 17:40:00","2020-11-23 17:45:00"
76,20,"2020-11-23 16:10:00","2020-11-23 16:15:00","2020-11-23 16:10:00","2020-11-23 16:15:00"
76,21,"2020-11-23 15:10:00","2020-11-23 15:15:00","2020-11-23 15:10:00","2020-11-23 15:15:00"
76,22,"2020-11-23 14:40:00","2020-11-23 14:45:00","2020-11-23 14:40:00","2020-11-23 14:45:00"
76,23,"2020-11-23 14:00:00","2020-11-23 14:05:00","2020-11-23 14:00:00","2020-11-23 14:05:00"
76,24,"2020-11-23 13:00:00","2020-11-23 13:05:00","2020-11-23 13:00:00","2020-11-23 13:05:00"
77,18,"2020-11-30 06:00:00","2020-11-30 06:10:00","2020-11-30 06:00:00","2020-11-30 06:10:00"
77,19,"2020-11-30 06:20:00","2020-11-30 06:25:00","2020-11-30 06:20:00","2020-11-30 06:25:00"
77,20,"2020-11-30 07:50:00","2020-11-30 07:55:00","2020-11-30 07:50:00","2020-11-30 07:55:00"
77,21,"2020-11-30 08:50:00","2020-11-30 08:55:00","2020-11-30 08:50:00","2020-11-30 08:55:00"
77,22,"2020-11-30 09:20:00","2020-11-30 09:25:00","2020-11-30 09:20:00","2020-11-30 09:25:00"
77,23,"2020-11-30 10:00:00","2020-11-30 10:05:00","2020-11-30 10:00:00","2020-11-30 10:05:00"
77,24,"2020-11-30 11:00:00","2020-11-30 11:05:00","2020-11-30 11:00:00","2020-11-30 11:05:00"
78,18,"2020-11-30 18:00:00","2020-11-30 18:10:00","2020-11-30 18:00:00","2020-11-30 18:10:00"
78,19,"2020-11-30 17:40:00","2020-11-30 17:45:00","2020-11-30 17:40:00","2020-11-30 17:45:00"
78,20,"2020-11-30 16:10:00","2020-11-30 16:15:00","2020-11-30 16:10:00","2020-11-30 16:15:00"
78,21,"2020-11-30 15:10:00","2020-11-30 15:15:00","2020-11-30 15:10:00","2020-11-30 15:15:00"
78,22,"2020-11-30 14:40:00","2020-11-30 14:45:00","2020-11-30 14:40:00","2020-11-30 14:45:00"
78,23,"2020-11-30 14:00:00","2020-11-30 14:05:00","2020-11-30 14:00:00","2020-11-30 14:05:00"
78,24,"2020-11-30 13:00:00","2020-11-30 13:05:00","2020-11-30 13:00:00","2020-11-30 13:05:00"
79,18,"2020-10-07 06:00:00","2020-10-07 06:10:00","2020-10-07 06:00:00","2020-10-07 06:10:00"
79,19,"2020-10-07 06:20:00","2020-10-07 06:25:00","2020-10-07 06:20:00","2020-10-07 06:25:00"
79,20,"2020-10-07 07:50:00","2020-10-07 07:55:00","2020-10-07 07:50:00","2020-10-07 07:55:00"
79,21,"2020-10-07 08:50:00","2020-10-07 08:55:00","2020-10-07 08:50:00","2020-10-07 08:55:00"
79,22,"2020-10-07 09:20:00","2020-10-07 09:25:00","2020-10-07 09:20:00","2020-10-07 09:25:00"
79,23,"2020-10-07 10:00:00","2020-10-07 10:05:00","2020-10-07 10:00:00","2020-10-07 10:05:00"
79,24,"2020-10-07 11:00:00","2020-10-07 11:05:00","2020-10-07 11:00:00","2020-10-07 11:05:00"
80,18,"2020-10-07 18:00:00","2020-10-07 18:10:00","2020-10-07 18:00:00","2020-10-07 18:10:00"
80,19,"2020-10-07 17:40:00","2020-10-07 17:45:00","2020-10-07 17:40:00","2020-10-07 17:45:00"
80,20,"2020-10-07 16:10:00","2020-10-07 16:15:00","2020-10-07 16:10:00","2020-10-07 16:15:00"
80,21,"2020-10-07 15:10:00","2020-10-07 15:15:00","2020-10-07 15:10:00","2020-10-07 15:15:00"
80,22,"2020-10-07 14:40:00","2020-10-07 14:45:00","2020-10-07 14:40:00","2020-10-07 14:45:00"
80,23,"2020-10-07 14:00:00","2020-10-07 14:05:00","2020-10-07 14:00:00","2020-10-07 14:05:00"
80,24,"2020-10-07 13:00:00","2020-10-07 13:05:00","2020-10-07 13:00:00","2020-10-07 13:05:00"
81,18,"2020-10-14 06:00:00","2020-10-14 06:10:00","2020-10-14 06:00:00","2020-10-14 06:10:00"
81,19,"2020-10-14 06:20:00","2020-10-14 06:25:00","2020-10-14 06:20:00","2020-10-14 06:25:00"
81,20,"2020-10-14 07:50:00","2020-10-14 07:55:00","2020-10-14 07:50:00","2020-10-14 07:55:00"
81,21,"2020-10-14 08:50:00","2020-10-14 08:55:00","2020-10-14 08:50:00","2020-10-14 08:55:00"
81,22,"2020-10-14 09:20:00","2020-10-14 09:25:00","2020-10-14 09:20:00","2020-10-14 09:25:00"
81,23,"2020-10-14 10:00:00","2020-10-14 10:05:00","2020-10-14 10:00:00","2020-10-14 10:05:00"
81,24,"2020-10-14 11:00:00","2020-10-14 11:05:00","2020-10-14 11:00:00","2020-10-14 11:05:00"
82,18,"2020-10-14 18:00:00","2020-10-14 18:10:00","2020-10-14 18:00:00","2020-10-14 18:10:00"
82,19,"2020-10-14 17:40:00","2020-10-14 17:45:00","2020-10-14 17:40:00","2020-10-14 17:45:00"
82,20,"2020-10-14 16:10:00","2020-10-14 16:15:00","2020-10-14 16:10:00","2020-10-14 16:15:00"
82,21,"2020-10-14 15:10:00","2020-10-14 15:15:00","2020-10-14 15:10:00","2020-10-14 15:15:00"
82,22,"2020-10-14 14:40:00","2020-10-14 14:45:00","2020-10-14 14:40:00","2020-10-14 14:45:00"
82,23,"2020-10-14 14:00:00","2020-10-14 14:05:00","2020-10-14 14:00:00","2020-10-14 14:05:00"
82,24,"2020-10-14 13:00:00","2020-10-14 13:05:00","2020-10-14 13:00:00","2020-10-14 13:05:00"
83,18,"2020-10-21 06:00:00","2020-10-21 06:10:00","2020-10-21 06:00:00","2020-10-21 06:10:00"
83,19,"2020-10-21 06:20:00","2020-10-21 06:25:00","2020-10-21 06:20:00","2020-10-21 06:25:00"
83,20,"2020-10-21 07:50:00","2020-10-21 07:55:00","2020-10-21 07:50:00","2020-10-21 07:55:00"
83,21,"2020-10-21 08:50:00","2020-10-21 08:55:00","2020-10-21 08:50:00","2020-10-21 08:55:00"
83,22,"2020-10-21 09:20:00","2020-10-21 09:25:00","2020-10-21 09:20:00","2020-10-21 09:25:00"
83,23,"2020-10-21 10:00:00","2020-10-21 10:05:00","2020-10-21 10:00:00","2020-10-21 10:05:00"
83,24,"2020-10-21 11:00:00","2020-10-21 11:05:00","2020-10-21 11:00:00","2020-10-21 11:05:00"
84,18,"2020-10-21 18:00:00","2020-10-21 18:10:00","2020-10-21 18:00:00","2020-10-21 18:10:00"
84,19,"2020-10-21 17:40:00","2020-10-21 17:45:00","2020-10-21 17:40:00","2020-10-21 17:45:00"
84,20,"2020-10-21 16:10:00","2020-10-21 16:15:00","2020-10-21 16:10:00","2020-10-21 16:15:00"
84,21,"2020-10-21 15:10:00","2020-10-21 15:15:00","2020-10-21 15:10:00","2020-10-21 15:15:00"
84,22,"2020-10-21 14:40:00","2020-10-21 14:45:00","2020-10-21 14:40:00","2020-10-21 14:45:00"
84,23,"2020-10-21 14:00:00","2020-10-21 14:05:00","2020-10-21 14:00:00","2020-10-21 14:05:00"
84,24,"2020-10-21 13:00:00","2020-10-21 13:05:00","2020-10-21 13:00:00","2020-10-21 13:05:00"
85,18,"2020-10-28 06:00:00","2020-10-28 06:10:00","2020-10-28 06:00:00","2020-10-28 06:10:00"
85,19,"2020-10-28 06:20:00","2020-10-28 06:25:00","2020-10-28 06:20:00","2020-10-28 06:25:00"
85,20,"2020-10-28 07:50:00","2020-10-28 07:55:00","2020-10-28 07:50:00","2020-10-28 07:55:00"
85,21,"2020-10-28 08:50:00","2020-10-28 08:55:00","2020-10-28 08:50:00","2020-10-28 08:55:00"
85,22,"2020-10-28 09:20:00","2020-10-28 09:25:00","2020-10-28 09:20:00","2020-10-28 09:25:00"
85,23,"2020-10-28 10:00:00","2020-10-28 10:05:00","2020-10-28 10:00:00","2020-10-28 10:05:00"
85,24,"2020-10-28 11:00:00","2020-10-28 11:05:00","2020-10-28 11:00:00","2020-10-28 11:05:00"
86,18,"2020-10-28 18:00:00","2020-10-28 18:10:00","2020-10-28 18:00:00","2020-10-28 18:10:00"
86,19,"2020-10-28 17:40:00","2020-10-28 17:45:00","2020-10-28 17:40:00","2020-10-28 17:45:00"
86,20,"2020-10-28 16:10:00","2020-10-28 16:15:00","2020-10-28 16:10:00","2020-10-28 16:15:00"
86,21,"2020-10-28 15:10:00","2020-10-28 15:15:00","2020-10-28 15:10:00","2020-10-28 15:15:00"
86,22,"2020-10-28 14:40:00","2020-10-28 14:45:00","2020-10-28 14:40:00","2020-10-28 14:45:00"
86,23,"2020-10-28 14:00:00","2020-10-28 14:05:00","2020-10-28 14:00:00","2020-10-28 14:05:00"
86,24,"2020-10-28 13:00:00","2020-10-28 13:05:00","2020-10-28 13:00:00","2020-10-28 13:05:00"
87,18,"2020-10-03 06:00:00","2020-10-03 06:10:00","2020-10-03 06:00:00","2020-10-03 06:10:00"
87,19,"2020-10-03 06:20:00","2020-10-03 06:25:00","2020-10-03 06:20:00","2020-10-03 06:25:00"
87,20,"2020-10-03 07:50:00","2020-10-03 07:55:00","2020-10-03 07:50:00","2020-10-03 07:55:00"
87,21,"2020-10-03 08:50:00","2020-10-03 08:55:00","2020-10-03 08:50:00","2020-10-03 08:55:00"
87,22,"2020-10-03 09:20:00","2020-10-03 09:25:00","2020-10-03 09:20:00","2020-10-03 09:25:00"
87,23,"2020-10-03 10:00:00","2020-10-03 10:05:00","2020-10-03 10:00:00","2020-10-03 10:05:00"
87,24,"2020-10-03 11:00:00","2020-10-03 11:05:00","2020-10-03 11:00:00","2020-10-03 11:05:00"
88,18,"2020-10-03 18:00:00","2020-10-03 18:10:00","2020-10-03 18:00:00","2020-10-03 18:10:00"
88,19,"2020-10-03 17:40:00","2020-10-03 17:45:00","2020-10-03 17:40:00","2020-10-03 17:45:00"
88,20,"2020-10-03 16:10:00","2020-10-03 16:15:00","2020-10-03 16:10:00","2020-10-03 16:15:00"
88,21,"2020-10-03 15:10:00","2020-10-03 15:15:00","2020-10-03 15:10:00","2020-10-03 15:15:00"
88,22,"2020-10-03 14:40:00","2020-10-03 14:45:00","2020-10-03 14:40:00","2020-10-03 14:45:00"
88,23,"2020-10-03 14:00:00","2020-10-03 14:05:00","2020-10-03 14:00:00","2020-10-03 14:05:00"
88,24,"2020-10-03 13:00:00","2020-10-03 13:05:00","2020-10-03 13:00:00","2020-10-03 13:05:00"
89,18,"2020-10-10 06:00:00","2020-10-10 06:10:00","2020-10-10 06:00:00","2020-10-10 06:10:00"
89,19,"2020-10-10 06:20:00","2020-10-10 06:25:00","2020-10-10 06:20:00","2020-10-10 06:25:00"
89,20,"2020-10-10 07:50:00","2020-10-10 07:55:00","2020-10-10 07:50:00","2020-10-10 07:55:00"
89,21,"2020-10-10 08:50:00","2020-10-10 08:55:00","2020-10-10 08:50:00","2020-10-10 08:55:00"
89,22,"2020-10-10 09:20:00","2020-10-10 09:25:00","2020-10-10 09:20:00","2020-10-10 09:25:00"
89,23,"2020-10-10 10:00:00","2020-10-10 10:05:00","2020-10-10 10:00:00","2020-10-10 10:05:00"
89,24,"2020-10-10 11:00:00","2020-10-10 11:05:00","2020-10-10 11:00:00","2020-10-10 11:05:00"
90,18,"2020-10-10 18:00:00","2020-10-10 18:10:00","2020-10-10 18:00:00","2020-10-10 18:10:00"
90,19,"2020-10-10 17:40:00","2020-10-10 17:45:00","2020-10-10 17:40:00","2020-10-10 17:45:00"
90,20,"2020-10-10 16:10:00","2020-10-10 16:15:00","2020-10-10 16:10:00","2020-10-10 16:15:00"
90,21,"2020-10-10 15:10:00","2020-10-10 15:15:00","2020-10-10 15:10:00","2020-10-10 15:15:00"
90,22,"2020-10-10 14:40:00","2020-10-10 14:45:00","2020-10-10 14:40:00","2020-10-10 14:45:00"
90,23,"2020-10-10 14:00:00","2020-10-10 14:05:00","2020-10-10 14:00:00","2020-10-10 14:05:00"
90,24,"2020-10-10 13:00:00","2020-10-10 13:05:00","2020-10-10 13:00:00","2020-10-10 13:05:00"
91,18,"2020-10-17 06:00:00","2020-10-17 06:10:00","2020-10-17 06:00:00","2020-10-17 06:10:00"
91,19,"2020-10-17 06:20:00","2020-10-17 06:25:00","2020-10-17 06:20:00","2020-10-17 06:25:00"
91,20,"2020-10-17 07:50:00","2020-10-17 07:55:00","2020-10-17 07:50:00","2020-10-17 07:55:00"
91,21,"2020-10-17 08:50:00","2020-10-17 08:55:00","2020-10-17 08:50:00","2020-10-17 08:55:00"
91,22,"2020-10-17 09:20:00","2020-10-17 09:25:00","2020-10-17 09:20:00","2020-10-17 09:25:00"
91,23,"2020-10-17 10:00:00","2020-10-17 10:05:00","2020-10-17 10:00:00","2020-10-17 10:05:00"
91,24,"2020-10-17 11:00:00","2020-10-17 11:05:00","2020-10-17 11:00:00","2020-10-17 11:05:00"
92,18,"2020-10-17 18:00:00","2020-10-17 18:10:00","2020-10-17 18:00:00","2020-10-17 18:10:00"
92,19,"2020-10-17 17:40:00","2020-10-17 17:45:00","2020-10-17 17:40:00","2020-10-17 17:45:00"
92,20,"2020-10-17 16:10:00","2020-10-17 16:15:00","2020-10-17 16:10:00","2020-10-17 16:15:00"
92,21,"2020-10-17 15:10:00","2020-10-17 15:15:00","2020-10-17 15:10:00","2020-10-17 15:15:00"
92,22,"2020-10-17 14:40:00","2020-10-17 14:45:00","2020-10-17 14:40:00","2020-10-17 14:45:00"
92,23,"2020-10-17 14:00:00","2020-10-17 14:05:00","2020-10-17 14:00:00","2020-10-17 14:05:00"
92,24,"2020-10-17 13:00:00","2020-10-17 13:05:00","2020-10-17 13:00:00","2020-10-17 13:05:00"
93,18,"2020-10-24 06:00:00","2020-10-24 06:10:00","2020-10-24 06:00:00","2020-10-24 06:10:00"
93,19,"2020-10-24 06:20:00","2020-10-24 06:25:00","2020-10-24 06:20:00","2020-10-24 06:25:00"
93,20,"2020-10-24 07:50:00","2020-10-24 07:55:00","2020-10-24 07:50:00","2020-10-24 07:55:00"
93,21,"2020-10-24 08:50:00","2020-10-24 08:55:00","2020-10-24 08:50:00","2020-10-24 08:55:00"
93,22,"2020-10-24 09:20:00","2020-10-24 09:25:00","2020-10-24 09:20:00","2020-10-24 09:25:00"
93,23,"2020-10-24 10:00:00","2020-10-24 10:05:00","2020-10-24 10:00:00","2020-10-24 10:05:00"
93,24,"2020-10-24 11:00:00","2020-10-24 11:05:00","2020-10-24 11:00:00","2020-10-24 11:05:00"
94,18,"2020-10-24 18:00:00","2020-10-24 18:10:00","2020-10-24 18:00:00","2020-10-24 18:10:00"
94,19,"2020-10-24 17:40:00","2020-10-24 17:45:00","2020-10-24 17:40:00","2020-10-24 17:45:00"
94,20,"2020-10-24 16:10:00","2020-10-24 16:15:00","2020-10-24 16:10:00","2020-10-24 16:15:00"
94,21,"2020-10-24 15:10:00","2020-10-24 15:15:00","2020-10-24 15:10:00","2020-10-24 15:15:00"
94,22,"2020-10-24 14:40:00","2020-10-24 14:45:00","2020-10-24 14:40:00","2020-10-24 14:45:00"
94,23,"2020-10-24 14:00:00","2020-10-24 14:05:00","2020-10-24 14:00:00","2020-10-24 14:05:00"
94,24,"2020-10-24 13:00:00","2020-10-24 13:05:00","2020-10-24 13:00:00","2020-10-24 13:05:00"
95,18,"2020-10-31 06:00:00","2020-10-31 06:10:00","2020-10-31 06:00:00","2020-10-31 06:10:00"
95,19,"2020-10-31 06:20:00","2020-10-31 06:25:00","2020-10-31 06:20:00","2020-10-31 06:25:00"
95,20,"2020-10-31 07:50:00","2020-10-31 07:55:00","2020-10-31 07:50:00","2020-10-31 07:55:00"
95,21,"2020-10-31 08:50:00","2020-10-31 08:55:00","2020-10-31 08:50:00","2020-10-31 08:55:00"
95,22,"2020-10-31 09:20:00","2020-10-31 09:25:00","2020-10-31 09:20:00","2020-10-31 09:25:00"
95,23,"2020-10-31 10:00:00","2020-10-31 10:05:00","2020-10-31 10:00:00","2020-10-31 10:05:00"
95,24,"2020-10-31 11:00:00","2020-10-31 11:05:00","2020-10-31 11:00:00","2020-10-31 11:05:00"
96,18,"2020-10-31 18:00:00","2020-10-31 18:10:00","2020-10-31 18:00:00","2020-10-31 18:10:00"
96,19,"2020-10-31 17:40:00","2020-10-31 17:45:00","2020-10-31 17:40:00","2020-10-31 17:45:00"
